
====================================================================================================
PROFILE SUMMARY
====================================================================================================
Fri Feb 27 19:10:04 2026    /home/ryan/Documents/2026-Rebuild/src/teleop.prof

         159180 function calls (159115 primitive calls) in 6.931 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/inspect.py:184(isclass)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/inspect.py:188(ismethod)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/inspect.py:267(isfunction)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/inspect.py:372(istraceback)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/inspect.py:382(isframe)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/inspect.py:400(iscode)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/inspect.py:817(getfile)
                                                                                                                  16/11    0.001    0.010  /usr/local/lib/python3.14/inspect.py:885(getabsfile)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/inspect.py:897(getmodule)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/inspect.py:1545(__new__)
                                                                                                                      1    0.000    0.004  /usr/local/lib/python3.14/linecache.py:32(getlines)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:245(with_velocity_x)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:261(with_velocity_y)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:277(with_rotational_rate)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:293(with_deadband)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:308(with_rotational_deadband)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:323(with_center_of_rotation)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:339(with_drive_request_type)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:354(with_steer_request_type)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:369(with_desaturate_wheel_speeds)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:385(with_forward_perspective)
                                                                                                                      1    0.004    0.006  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:400(apply)
                                                                                                                    6/3    0.014    0.094  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:653(control_callback)
                                                                                                                   10/2    0.001    0.009  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/utility/phoenix_pid_controller.py:312(calculate)
                                                                                                                      1    0.000    0.000  <frozen posixpath>:53(normcase)
                                                                                                                      2    0.000    0.000  <frozen posixpath>:72(join)
                                                                                                                      6    0.002    0.011  <frozen posixpath>:388(realpath)
                                                                                                                      1    0.000    0.000  <string>:1(<lambda>)
                                                                                                                   3320    0.019    0.019  {built-in method builtins.hasattr}
                                                                                                                      1    0.000    0.000  {built-in method builtins.len}
                                                                                                                      2    0.000    0.000  {built-in method posix._path_normpath}
                                                                                                                      2    0.000    0.000  {built-in method wpimath.geometry._geometry.radians}
                                                                                                                      1    0.000    0.000  {built-in method wpimath.geometry._geometry.rotation}
                                                                                                                      9    0.005    0.005  {method 'copy' of 'dict' objects}
                                                                                                                      2    0.000    0.000  {method 'endswith' of 'str' objects}
                                                                                                                   3049    0.019    0.019  {method 'get' of 'dict' objects}
                                                                                                                      9    0.000    0.000  {method 'items' of 'dict' objects}
                                                                                                                      1    0.000    0.000  {method 'startswith' of 'str' objects}
/usr/local/lib/python3.14/inspect.py:949(findsource)                                                         ->       4    0.000    0.000  /usr/local/lib/python3.14/enum.py:186(__get__)
                                                                                                                     18    0.000    0.000  /usr/local/lib/python3.14/inspect.py:180(ismodule)
                                                                                                                     18    0.000    0.000  /usr/local/lib/python3.14/inspect.py:184(isclass)
                                                                                                                     18    0.000    0.000  /usr/local/lib/python3.14/inspect.py:188(ismethod)
                                                                                                                     18    0.000    0.000  /usr/local/lib/python3.14/inspect.py:267(isfunction)
                                                                                                                     18    0.000    0.000  /usr/local/lib/python3.14/inspect.py:372(istraceback)
                                                                                                                     18    0.000    0.000  /usr/local/lib/python3.14/inspect.py:382(isframe)
                                                                                                                     18    0.000    0.000  /usr/local/lib/python3.14/inspect.py:400(iscode)
                                                                                                                      2    0.001    0.001  /usr/local/lib/python3.14/inspect.py:817(getfile)
                                                                                                                  32/16    0.003    0.046  /usr/local/lib/python3.14/inspect.py:857(getsourcefile)
                                                                                                                   22/0    0.040    0.000  /usr/local/lib/python3.14/inspect.py:897(getmodule)
                                                                                                                      3    0.000    0.000  /usr/local/lib/python3.14/inspect.py:1545(__new__)
                                                                                                                   10/5    0.026    0.111  /usr/local/lib/python3.14/inspect.py:1567(getframeinfo)
                                                                                                                     11    0.000    0.000  /usr/local/lib/python3.14/inspect.py:1617(__new__)
                                                                                                                   20/1    0.000    0.000  /usr/local/lib/python3.14/linecache.py:32(getlines)
                                                                                                                   20/5    0.002    0.005  /usr/local/lib/python3.14/linecache.py:76(checkcache)
                                                                                                                      1    0.000    0.002  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
                                                                                                                      3    0.000    0.000  <string>:1(<lambda>)
                                                                                                                      3    0.000    0.000  {built-in method builtins.getattr}
                                                                                                                     18    0.000    0.000  {built-in method builtins.hasattr}
                                                                                                                     21    0.000    0.000  {built-in method builtins.len}
                                                                                                                      3    0.000    0.000  {built-in method builtins.max}
                                                                                                                      3    0.000    0.000  {built-in method builtins.min}
                                                                                                                     11    0.000    0.000  {method 'append' of 'list' objects}
                                                                                                                      4    0.000    0.000  {method 'endswith' of 'str' objects}
                                                                                                                      2    0.000    0.000  {method 'startswith' of 'str' objects}
{built-in method hal._wpiHal.sendError}                                                                      ->       4    0.000    0.008  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:653(control_callback)
                                                                                                                      4    0.000    0.008  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
/usr/local/lib/python3.14/site-packages/phoenix6/hardware/core/core_talon_fx.py:7098(set_control)            ->     3/0    0.000    0.000  /home/lvuser/py/components/intake.py:105(execute)
                                                                                                                      0    0.000    0.000  /home/lvuser/py/lemonlib/lemonbot/lemon_robot.py:91(_do_periodics)
                                                                                                                  34/30    0.001    0.004  /home/lvuser/py/lemonlib/lemonbot/tunable.py:14(wrapper)
                                                                                                                      3    0.000    0.000  /home/lvuser/py/robot.py:240(enabledperiodic)
                                                                                                                      6    0.000    0.000  /usr/local/lib/python3.14/enum.py:676(__call__)
                                                                                                                    5/4    0.000    0.028  /usr/local/lib/python3.14/site-packages/magicbot/magicrobot.py:251(robotPeriodic)
                                                                                                                      8    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/base_status_signal.py:152(status)
                                                                                                                      5    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/canbus.py:120(name)
                                                                                                                    3/1    0.001    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/controls/follower.py:90(_send_request)
                                                                                                                    5/2    0.002    0.001  /usr/local/lib/python3.14/site-packages/phoenix6/controls/voltage_out.py:203(_send_request)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/controls/voltage_out.py:218(with_output)
                                                                                                                    2/1    0.000    0.076  /usr/local/lib/python3.14/site-packages/phoenix6/error_reporting.py:13(report_status_code)
                                                                                                                      1    0.000    0.016  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/core/core_talon_fx.py:7098(set_control)
                                                                                                                      3    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/device_identifier.py:49(__str__)
                                                                                                                      5    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/parent_device.py:156(network)
                                                                                                                      5    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/parent_device.py:167(device_hash)
                                                                                                                   80/6    0.015    0.242  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/talon_fx.py:303(_set_control_private)
                                                                                                                     27    0.000    0.001  /usr/local/lib/python3.14/site-packages/phoenix6/status_code.py:825(is_ok)
                                                                                                                    3/2    0.000    0.006  /usr/local/lib/python3.14/site-packages/phoenix6/status_signal.py:105(refresh)
                                                                                                                    4/1    0.000    0.002  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
                                                                                                                     21    0.001    0.001  /usr/local/lib/python3.14/site-packages/robotpy_ext/misc/simple_watchdog.py:66(addEpoch)
                                                                                                                    115    0.003    0.003  {built-in method builtins.isinstance}
                                                                                                                      2    0.001    0.003  {built-in method ntcore._ntcore.setValue}
                                                                                                                     11    0.000    0.000  {method '__exit__' of '_thread.RLock' objects}
                                                                                                                     36    0.000    0.000  {method 'update' of 'dict' objects}
/usr/local/lib/python3.14/site-packages/phoenix6/hardware/talon_fx.py:303(_set_control_private)              ->       0    0.000    0.000  /home/lvuser/py/components/intake.py:75(get_right_angle)
                                                                                                                    4/1    0.000    0.017  /home/lvuser/py/components/intake.py:105(execute)
                                                                                                                      0    0.000    0.000  /home/lvuser/py/lemonlib/lemonbot/lemon_robot.py:91(_do_periodics)
                                                                                                                      1    0.000    0.002  /home/lvuser/py/lemonlib/smart/controller.py:55(calculate)
                                                                                                                      3    0.000    0.001  /home/lvuser/py/robot.py:240(enabledperiodic)
                                                                                                                      9    0.000    0.000  /usr/local/lib/python3.14/enum.py:186(__get__)
                                                                                                                      6    0.000    0.000  /usr/local/lib/python3.14/enum.py:676(__call__)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/base_status_signal.py:152(status)
                                                                                                                      4    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/controls/voltage_out.py:218(with_output)
                                                                                                                      2    0.001    0.125  /usr/local/lib/python3.14/site-packages/phoenix6/error_reporting.py:13(report_status_code)
                                                                                                                   11/4    0.002    0.038  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/core/core_talon_fx.py:7098(set_control)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/device_identifier.py:49(__str__)
                                                                                                                   78/6    0.012    0.239  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/parent_device.py:367(_set_control_private)
                                                                                                                    115    0.003    0.009  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/talon_fx.py:376(feed)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/phoenix_native.py:1366(instance)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/status_code.py:807(is_error)
                                                                                                                      4    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/status_code.py:825(is_ok)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/status_code.py:1221(description)
                                                                                                                    2/1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/status_signal.py:105(refresh)
                                                                                                                    7/2    0.001    0.002  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:653(control_callback)
                                                                                                                   11/3    0.002    0.005  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
                                                                                                                    9/3    0.000    0.000  /usr/local/lib/python3.14/site-packages/robotpy_ext/misc/simple_watchdog.py:66(addEpoch)
                                                                                                                      1    0.000    0.000  {built-in method builtins.max}
                                                                                                                      1    0.000    0.000  {method 'join' of 'str' objects}
/usr/local/lib/python3.14/site-packages/phoenix6/hardware/parent_device.py:367(_set_control_private)         ->      13    0.000    0.000  /home/lvuser/py/components/swerve_drive.py:142(_telemetry_callback)
                                                                                                                      7    0.000    0.000  /usr/local/lib/python3.14/enum.py:186(__get__)
                                                                                                                     51    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/base_status_signal.py:152(status)
                                                                                                                    143    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/canbus.py:120(name)
                                                                                                                   46/4    0.038    0.006  /usr/local/lib/python3.14/site-packages/phoenix6/controls/follower.py:90(_send_request)
                                                                                                                   15/2    0.012    0.004  /usr/local/lib/python3.14/site-packages/phoenix6/controls/velocity_voltage.py:239(_send_request)
                                                                                                                      3    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/controls/velocity_voltage.py:254(with_velocity)
                                                                                                                   36/6    0.025    0.003  /usr/local/lib/python3.14/site-packages/phoenix6/controls/voltage_out.py:203(_send_request)
                                                                                                                   11/6    0.005    0.046  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/core/core_talon_fx.py:7098(set_control)
                                                                                                                    4/1    0.001    0.002  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/core/core_talon_fxs.py:6542(set_control)
                                                                                                                 143/18    0.014    0.440  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/parent_device.py:84(report_if_too_old)
                                                                                                                    143    0.002    0.003  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/parent_device.py:156(network)
                                                                                                                    143    0.002    0.002  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/parent_device.py:167(device_hash)
                                                                                                                    291    0.007    0.011  /usr/local/lib/python3.14/site-packages/phoenix6/status_code.py:825(is_ok)
                                                                                                                      5    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:245(with_velocity_x)
                                                                                                                      5    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:261(with_velocity_y)
                                                                                                                      5    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:277(with_rotational_rate)
                                                                                                                      5    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:293(with_deadband)
                                                                                                                      5    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:308(with_rotational_deadband)
                                                                                                                      5    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:323(with_center_of_rotation)
                                                                                                                      5    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:339(with_drive_request_type)
                                                                                                                      5    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:354(with_steer_request_type)
                                                                                                                      5    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:369(with_desaturate_wheel_speeds)
                                                                                                                      5    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:385(with_forward_perspective)
                                                                                                                   12/2    0.006    0.002  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:400(apply)
                                                                                                                    7/2    0.001    0.001  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:1298(apply)
                                                                                                                      1    0.000    0.001  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
                                                                                                                      5    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/utility/phoenix_pid_controller.py:312(calculate)
                                                                                                                      1    0.000    0.016  /usr/local/lib/python3.14/traceback.py:37(format_list)
                                                                                                                     10    0.000    0.000  {built-in method wpimath.geometry._geometry.radians}
                                                                                                                      5    0.000    0.000  {built-in method wpimath.geometry._geometry.rotation}
                                                                                                                    161    0.002    0.002  {method '__enter__' of '_thread.RLock' objects}
                                                                                                                    110    0.001    0.001  {method '__exit__' of '_thread.RLock' objects}
<frozen posixpath>:388(realpath)                                                                             ->      68    0.000    0.000  /home/lvuser/py/components/swerve_drive.py:142(_telemetry_callback)
                                                                                                                    682    0.012    0.016  /usr/local/lib/python3.14/inspect.py:180(ismodule)
                                                                                                                  604/6    0.034    0.022  /usr/local/lib/python3.14/inspect.py:885(getabsfile)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/site-packages/photonlibpy/timesync/timeSyncServer.py:16(unpack)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/site-packages/photonlibpy/timesync/timeSyncServer.py:28(__init__)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/site-packages/photonlibpy/timesync/timeSyncServer.py:34(pack)
                                                                                                                      9    0.000    0.000  <frozen posixpath>:53(normcase)
                                                                                                                      9    0.000    0.001  <frozen posixpath>:373(abspath)
                                                                                                                  653/6    0.260    0.011  <frozen posixpath>:388(realpath)
                                                                                                                   4283    0.036    0.036  {built-in method _stat.S_ISLNK}
                                                                                                                    681    0.009    0.009  {built-in method builtins.hasattr}
                                                                                                                    679    0.005    0.005  {built-in method builtins.isinstance}
                                                                                                                    681    0.005    0.005  {built-in method builtins.len}
                                                                                                                    679    0.002    0.002  {built-in method posix.fspath}
                                                                                                                4283/38    0.536    0.007  {built-in method posix.lstat}
                                                                                                                      2    0.000    0.000  {built-in method wpilib._wpilib.getFPGATimestamp}
                                                                                                                     68    0.000    0.000  {method '__exit__' of '_thread.RLock' objects}
                                                                                                                    662    0.006    0.006  {method 'get' of 'dict' objects}
                                                                                                                   5040    0.037    0.037  {method 'pop' of 'list' objects}
                                                                                                                      1    0.000    0.003  {method 'recvfrom' of '_socket.socket' objects}
                                                                                                                      2    0.001    0.001  {method 'sendto' of '_socket.socket' objects}
                                                                                                                    679    0.025    0.025  {method 'split' of 'str' objects}
                                                                                                                    679    0.005    0.005  {method 'startswith' of 'str' objects}
/home/lvuser/py/components/intake.py:105(execute)                                                            ->       3    0.000    0.000  /home/lvuser/py/components/intake.py:75(get_right_angle)
                                                                                                                   14/1    0.000    0.000  /home/lvuser/py/components/intake.py:81(_compute_angle)
                                                                                                                   13/9    0.001    0.004  /home/lvuser/py/lemonlib/smart/controller.py:55(calculate)
                                                                                                                      6    0.000    0.000  /home/lvuser/py/lemonlib/smart/preference.py:61(__get__)
                                                                                                                     24    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/controls/voltage_out.py:218(with_output)
                                                                                                                   29/3    0.003    0.236  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/core/core_talon_fx.py:7098(set_control)
                                                                                                                      1    0.000    0.002  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
                                                                                                                     10    0.000    0.000  /usr/local/lib/python3.14/site-packages/robotpy_ext/misc/simple_watchdog.py:42(getTime)
                                                                                                                      3    0.000    0.000  /usr/local/lib/python3.14/site-packages/robotpy_ext/misc/simple_watchdog.py:66(addEpoch)
                                                                                                                     18    0.000    0.000  {built-in method builtins.max}
                                                                                                                      2    0.000    0.000  {built-in method builtins.sum}
                                                                                                                    6/1    0.000    0.000  {built-in method wpilib._wpilib.getFPGATime}
                                                                                                                      3    0.000    0.000  {built-in method wpilib._wpilib.getFPGATimestamp}
                                                                                                                      2    0.000    0.000  {built-in method wpilib._wpilib.putBoolean}
                                                                                                                     64    0.007    0.011  {built-in method wpilib._wpilib.putNumber}
                                                                                                                      2    0.000    0.000  {built-in method wpilib._wpilib.putString}
                                                                                                                      1    0.001    0.001  {built-in method wpimath._controls._controls.controller.getSetpoint}
                                                                                                                      1    0.000    0.000  {method 'append' of 'list' objects}
                                                                                                                      2    0.000    0.000  {method 'items' of 'dict' objects}
                                                                                                                      4    0.000    0.000  {method 'values' of 'dict' objects}
{built-in method posix.lstat}                                                                                ->      20    0.000    0.000  /usr/local/lib/python3.14/inspect.py:180(ismodule)
                                                                                                                   10/4    0.000    0.002  /usr/local/lib/python3.14/inspect.py:885(getabsfile)
                                                                                                                384/130    0.040    0.235  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/photonlibpy/timesync/timeSyncServer.py:16(unpack)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/photonlibpy/timesync/timeSyncServer.py:28(__init__)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/photonlibpy/timesync/timeSyncServer.py:34(pack)
                                                                                                                   18/4    0.001    0.006  <frozen posixpath>:388(realpath)
                                                                                                                      1    0.000    0.000  {built-in method _stat.S_ISLNK}
                                                                                                                     20    0.000    0.000  {built-in method builtins.hasattr}
                                                                                                                      1    0.000    0.000  {built-in method builtins.len}
                                                                                                                      1    0.000    0.000  {built-in method wpilib._wpilib.getFPGATimestamp}
                                                                                                                     19    0.000    0.000  {method 'get' of 'dict' objects}
                                                                                                                      0    0.000    0.000  {method 'recvfrom' of '_socket.socket' objects}
                                                                                                                      1    0.000    0.000  {method 'sendto' of '_socket.socket' objects}
/usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:174(_update_from_native)        ->       0    0.000    0.000  /home/lvuser/py/components/shooter.py:117(execute)
                                                                                                                      2    0.000    0.000  /home/lvuser/py/components/swerve_drive.py:142(_telemetry_callback)
                                                                                                                      4    0.000    0.000  /home/lvuser/py/components/swerve_drive.py:194(_vel)
                                                                                                                    4/2    0.000    0.001  /home/lvuser/py/components/swerve_drive.py:197(_ang)
                                                                                                                    6/0    0.001    0.000  /home/lvuser/py/components/swerve_drive.py:430(sendAdvantageScopeData)
                                                                                                                      1    0.000    0.000  /home/lvuser/py/lemonlib/smart/controller.py:50(<lambda>)
                                                                                                                      1    0.000    0.000  /home/lvuser/py/lemonlib/smart/controller.py:52(<lambda>)
                                                                                                                      4    0.000    0.000  /home/lvuser/py/lemonlib/smart/profile.py:74(<lambda>)
                                                                                                                      0    0.000    0.000  /home/lvuser/py/lemonlib/util/alert.py:147(<lambda>)
                                                                                                                      0    0.000    0.000  /home/lvuser/py/lemonlib/util/alert.py:151(<lambda>)
                                                                                                                     85    0.000    0.001  /usr/local/lib/python3.14/enum.py:186(__get__)
                                                                                                                     20    0.000    0.001  /usr/local/lib/python3.14/enum.py:676(__call__)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/enum.py:1323(value)
                                                                                                               1386/261    0.009    0.002  /usr/local/lib/python3.14/inspect.py:180(ismodule)
                                                                                                                      1    0.000    0.001  /usr/local/lib/python3.14/linecache.py:76(checkcache)
                                                                                                                      9    0.000    0.000  /usr/local/lib/python3.14/linecache.py:204(lazycache)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/logging/__init__.py:1641(_log)
